chemistry,model,y_true,y_pred
Li_ion,mlp,45.0,27.453134536743164
Li_ion,mlp,44.0,27.420244216918945
Li_ion,mlp,43.0,27.52474594116211
Li_ion,mlp,42.0,27.72713279724121
Li_ion,mlp,41.0,27.988019943237305
Li_ion,mlp,40.0,28.27000617980957
Li_ion,mlp,39.0,28.539596557617188
Li_ion,mlp,38.0,28.768796920776367
Li_ion,mlp,37.0,28.93593406677246
Li_ion,mlp,36.0,29.02581787109375
Li_ion,mlp,35.0,29.02918243408203
Li_ion,mlp,34.0,28.94182777404785
Li_ion,mlp,33.0,28.763547897338867
Li_ion,mlp,32.0,28.497060775756836
Li_ion,mlp,31.0,28.147186279296875
Li_ion,mlp,30.0,27.720142364501953
Li_ion,mlp,29.0,27.222997665405273
Li_ion,mlp,28.0,26.663320541381836
Li_ion,mlp,27.0,26.048768997192383
Li_ion,mlp,26.0,25.386869430541992
Li_ion,mlp,25.0,24.684791564941406
Li_ion,mlp,24.0,23.949220657348633
Li_ion,mlp,23.0,23.186309814453125
Li_ion,mlp,22.0,22.401641845703125
Li_ion,mlp,21.0,21.60029411315918
Li_ion,mlp,20.0,20.78690528869629
Li_ion,mlp,19.0,19.965810775756836
Li_ion,mlp,18.0,19.14109992980957
Li_ion,mlp,17.0,18.31675910949707
Li_ion,mlp,16.0,17.496633529663086
Li_ion,mlp,15.0,16.684412002563477
Li_ion,mlp,14.0,15.883478164672852
Li_ion,mlp,13.0,15.0967378616333
Li_ion,mlp,12.0,14.326455116271973
Li_ion,mlp,11.0,13.57409954071045
Li_ion,mlp,10.0,12.840302467346191
Li_ion,mlp,9.0,12.124926567077637
Li_ion,mlp,8.0,11.427144050598145
Li_ion,mlp,7.0,10.745670318603516
Li_ion,mlp,6.0,10.078958511352539
Li_ion,mlp,5.0,9.425317764282227
Li_ion,mlp,4.0,8.783122062683105
Li_ion,mlp,3.0,8.150813102722168
Li_ion,mlp,2.0,7.526947021484375
Li_ion,mlp,1.0,6.910181999206543
Li_ion,mlp,0.0,6.299258232116699
Li_ion,gru,107.0,85.09534454345703
Li_ion,gru,106.0,85.06282806396484
Li_ion,gru,105.0,85.02698516845703
Li_ion,gru,104.0,84.98738098144531
Li_ion,gru,103.0,84.9435043334961
Li_ion,gru,102.0,84.89473724365234
Li_ion,gru,101.0,84.84033966064453
Li_ion,gru,100.0,84.77950286865234
Li_ion,gru,99.0,84.71123504638672
Li_ion,gru,98.0,84.6343765258789
Li_ion,gru,97.0,84.5475845336914
Li_ion,gru,96.0,84.4492416381836
Li_ion,gru,95.0,84.33747100830078
Li_ion,gru,94.0,84.21005249023438
Li_ion,gru,93.0,84.06441497802734
Li_ion,gru,92.0,83.89751434326172
Li_ion,gru,91.0,83.70581817626953
Li_ion,gru,90.0,83.48523712158203
Li_ion,gru,89.0,83.23108673095703
Li_ion,gru,88.0,82.93807220458984
Li_ion,gru,87.0,82.60033416748047
Li_ion,gru,86.0,82.21147155761719
Li_ion,gru,85.0,81.76473999023438
Li_ion,gru,84.0,81.25335693359375
Li_ion,gru,83.0,80.67082977294922
Li_ion,gru,82.0,80.0115737915039
Li_ion,gru,81.0,79.27140808105469
Li_ion,gru,80.0,78.44819641113281
Li_ion,gru,79.0,77.5422592163086
Li_ion,gru,78.0,76.55658721923828
Li_ion,gru,77.0,75.49659729003906
Li_ion,gru,76.0,74.36959075927734
Li_ion,gru,75.0,73.1839370727539
Li_ion,gru,74.0,71.94847869873047
Li_ion,gru,73.0,70.6721420288086
Li_ion,gru,72.0,69.36431884765625
Li_ion,gru,71.0,68.03533172607422
Li_ion,gru,70.0,66.69681549072266
Li_ion,gru,69.0,65.36138153076172
Li_ion,gru,68.0,64.04165649414062
Li_ion,gru,67.0,62.74891662597656
Li_ion,gru,66.0,61.492244720458984
Li_ion,gru,65.0,60.278377532958984
Li_ion,gru,64.0,59.112281799316406
Li_ion,gru,63.0,57.9981575012207
Li_ion,gru,62.0,56.94012451171875
Li_ion,gru,61.0,55.94232177734375
Li_ion,gru,60.0,55.00836181640625
Li_ion,gru,59.0,54.14030456542969
Li_ion,gru,58.0,53.33781433105469
Li_ion,gru,57.0,52.59772491455078
Li_ion,gru,56.0,51.914119720458984
Li_ion,gru,55.0,51.27884292602539
Li_ion,gru,54.0,50.682106018066406
Li_ion,gru,53.0,50.11311340332031
Li_ion,gru,52.0,49.560367584228516
Li_ion,gru,51.0,49.01174545288086
Li_ion,gru,50.0,48.454193115234375
Li_ion,gru,49.0,47.87306594848633
Li_ion,gru,48.0,47.25102996826172
Li_ion,gru,47.0,46.56671142578125
Li_ion,gru,46.0,45.793453216552734
Li_ion,gru,45.0,44.89937210083008
Li_ion,gru,44.0,43.8510627746582
Li_ion,gru,43.0,42.62416076660156
Li_ion,gru,42.0,41.22211837768555
Li_ion,gru,41.0,39.694732666015625
Li_ion,gru,40.0,38.131622314453125
Li_ion,gru,39.0,36.6180534362793
Li_ion,gru,38.0,35.19331359863281
Li_ion,gru,37.0,33.85269546508789
Li_ion,gru,36.0,32.57389831542969
Li_ion,gru,35.0,31.336450576782227
Li_ion,gru,34.0,30.12814712524414
Li_ion,gru,33.0,28.944284439086914
Li_ion,gru,32.0,27.78457260131836
Li_ion,gru,31.0,26.65033531188965
Li_ion,gru,30.0,25.543176651000977
Li_ion,gru,29.0,24.46526336669922
Li_ion,gru,28.0,23.42025375366211
Li_ion,gru,27.0,22.41190528869629
Li_ion,gru,26.0,21.440628051757812
Li_ion,gru,25.0,20.50360870361328
Li_ion,gru,24.0,19.59775161743164
Li_ion,gru,23.0,18.721282958984375
Li_ion,gru,22.0,17.873760223388672
Li_ion,gru,21.0,17.05560874938965
Li_ion,gru,20.0,16.26763153076172
Li_ion,gru,19.0,15.51071548461914
Li_ion,gru,18.0,14.785661697387695
Li_ion,gru,17.0,14.09308910369873
Li_ion,gru,16.0,13.433380126953125
Li_ion,gru,15.0,12.80664348602295
Li_ion,gru,14.0,12.212699890136719
Li_ion,gru,13.0,11.651057243347168
Li_ion,gru,12.0,11.120939254760742
Li_ion,gru,11.0,10.621323585510254
Li_ion,gru,10.0,10.150967597961426
Li_ion,gru,9.0,9.708487510681152
Li_ion,gru,8.0,9.292412757873535
Li_ion,gru,7.0,8.901188850402832
Li_ion,gru,6.0,8.533272743225098
Li_ion,gru,5.0,8.187112808227539
Li_ion,gru,4.0,7.861203670501709
Li_ion,gru,3.0,7.554088592529297
Li_ion,gru,2.0,7.264364242553711
Li_ion,gru,1.0,6.990695953369141
Li_ion,gru,0.0,6.731822490692139
Li_ion,transformer,107.0,87.42625427246094
Li_ion,transformer,106.0,87.30668640136719
Li_ion,transformer,105.0,87.17798614501953
Li_ion,transformer,104.0,87.03955078125
Li_ion,transformer,103.0,86.8908920288086
Li_ion,transformer,102.0,86.72938537597656
Li_ion,transformer,101.0,86.55459594726562
Li_ion,transformer,100.0,86.36579895019531
Li_ion,transformer,99.0,86.16146850585938
Li_ion,transformer,98.0,85.94392395019531
Li_ion,transformer,97.0,85.7091293334961
Li_ion,transformer,96.0,85.45513916015625
Li_ion,transformer,95.0,85.17949676513672
Li_ion,transformer,94.0,84.8802719116211
Li_ion,transformer,93.0,84.55567169189453
Li_ion,transformer,92.0,84.20408630371094
Li_ion,transformer,91.0,83.82723999023438
Li_ion,transformer,90.0,83.41889953613281
Li_ion,transformer,89.0,82.97984313964844
Li_ion,transformer,88.0,82.5002670288086
Li_ion,transformer,87.0,81.98009490966797
Li_ion,transformer,86.0,81.41595458984375
Li_ion,transformer,85.0,80.80978393554688
Li_ion,transformer,84.0,80.15422058105469
Li_ion,transformer,83.0,79.4586181640625
Li_ion,transformer,82.0,78.71640014648438
Li_ion,transformer,81.0,77.9301986694336
Li_ion,transformer,80.0,77.09709930419922
Li_ion,transformer,79.0,76.22692108154297
Li_ion,transformer,78.0,75.30724334716797
Li_ion,transformer,77.0,74.33033752441406
Li_ion,transformer,76.0,73.28564453125
Li_ion,transformer,75.0,72.18806457519531
Li_ion,transformer,74.0,71.0299072265625
Li_ion,transformer,73.0,69.83184814453125
Li_ion,transformer,72.0,68.60820007324219
Li_ion,transformer,71.0,67.34300231933594
Li_ion,transformer,70.0,66.0810546875
Li_ion,transformer,69.0,64.795166015625
Li_ion,transformer,68.0,63.487815856933594
Li_ion,transformer,67.0,62.225276947021484
Li_ion,transformer,66.0,60.9704475402832
Li_ion,transformer,65.0,59.736610412597656
Li_ion,transformer,64.0,58.521114349365234
Li_ion,transformer,63.0,57.309566497802734
Li_ion,transformer,62.0,56.09798049926758
Li_ion,transformer,61.0,54.8825798034668
Li_ion,transformer,60.0,53.68505859375
Li_ion,transformer,59.0,52.52186965942383
Li_ion,transformer,58.0,51.36502456665039
Li_ion,transformer,57.0,50.22465896606445
Li_ion,transformer,56.0,49.10281753540039
Li_ion,transformer,55.0,47.99683380126953
Li_ion,transformer,54.0,46.89961624145508
Li_ion,transformer,53.0,45.81576156616211
Li_ion,transformer,52.0,44.75928497314453
Li_ion,transformer,51.0,43.729923248291016
Li_ion,transformer,50.0,42.71126937866211
Li_ion,transformer,49.0,41.70491027832031
Li_ion,transformer,48.0,40.714534759521484
Li_ion,transformer,47.0,39.74824142456055
Li_ion,transformer,46.0,38.81616973876953
Li_ion,transformer,45.0,37.89896774291992
Li_ion,transformer,44.0,36.99466323852539
Li_ion,transformer,43.0,36.10295486450195
Li_ion,transformer,42.0,35.224300384521484
Li_ion,transformer,41.0,34.35905075073242
Li_ion,transformer,40.0,33.5130729675293
Li_ion,transformer,39.0,32.681941986083984
Li_ion,transformer,38.0,31.8636417388916
Li_ion,transformer,37.0,31.058055877685547
Li_ion,transformer,36.0,30.257543563842773
Li_ion,transformer,35.0,29.455333709716797
Li_ion,transformer,34.0,28.663122177124023
Li_ion,transformer,33.0,27.880756378173828
Li_ion,transformer,32.0,27.108640670776367
Li_ion,transformer,31.0,26.34600257873535
Li_ion,transformer,30.0,25.59149169921875
Li_ion,transformer,29.0,24.845535278320312
Li_ion,transformer,28.0,24.105571746826172
Li_ion,transformer,27.0,23.36396026611328
Li_ion,transformer,26.0,22.59942626953125
Li_ion,transformer,25.0,21.841516494750977
Li_ion,transformer,24.0,21.09075927734375
Li_ion,transformer,23.0,20.34660530090332
Li_ion,transformer,22.0,19.606603622436523
Li_ion,transformer,21.0,18.874698638916016
Li_ion,transformer,20.0,18.144996643066406
Li_ion,transformer,19.0,17.427215576171875
Li_ion,transformer,18.0,16.722240447998047
Li_ion,transformer,17.0,16.030439376831055
Li_ion,transformer,16.0,15.349996566772461
Li_ion,transformer,15.0,14.68202018737793
Li_ion,transformer,14.0,14.025959968566895
Li_ion,transformer,13.0,13.382295608520508
Li_ion,transformer,12.0,12.752310752868652
Li_ion,transformer,11.0,12.136655807495117
Li_ion,transformer,10.0,11.535534858703613
Li_ion,transformer,9.0,10.949944496154785
Li_ion,transformer,8.0,10.380661010742188
Li_ion,transformer,7.0,9.828227996826172
Li_ion,transformer,6.0,9.29319953918457
Li_ion,transformer,5.0,8.777280807495117
Li_ion,transformer,4.0,8.2799654006958
Li_ion,transformer,3.0,7.801291465759277
Li_ion,transformer,2.0,7.340282917022705
Li_ion,transformer,1.0,6.897853851318359
Li_ion,transformer,0.0,6.473909378051758
Li_ion,nblstm,107.0,56.40409851074219
Li_ion,nblstm,106.0,56.3909912109375
Li_ion,nblstm,105.0,56.377471923828125
Li_ion,nblstm,104.0,56.3635368347168
Li_ion,nblstm,103.0,56.349151611328125
Li_ion,nblstm,102.0,56.33430480957031
Li_ion,nblstm,101.0,56.31897735595703
Li_ion,nblstm,100.0,56.30314254760742
Li_ion,nblstm,99.0,56.286773681640625
Li_ion,nblstm,98.0,56.269859313964844
Li_ion,nblstm,97.0,56.25234603881836
Li_ion,nblstm,96.0,56.22119903564453
Li_ion,nblstm,95.0,56.20206069946289
Li_ion,nblstm,94.0,56.182228088378906
Li_ion,nblstm,93.0,56.16166687011719
Li_ion,nblstm,92.0,56.14032745361328
Li_ion,nblstm,91.0,56.118186950683594
Li_ion,nblstm,90.0,56.095184326171875
Li_ion,nblstm,89.0,56.07127380371094
Li_ion,nblstm,88.0,56.046409606933594
Li_ion,nblstm,87.0,56.04700469970703
Li_ion,nblstm,86.0,56.02085876464844
Li_ion,nblstm,85.0,55.99360275268555
Li_ion,nblstm,84.0,55.965171813964844
Li_ion,nblstm,83.0,55.935489654541016
Li_ion,nblstm,82.0,55.90446472167969
Li_ion,nblstm,81.0,55.87201690673828
Li_ion,nblstm,80.0,55.83802795410156
Li_ion,nblstm,79.0,55.779869079589844
Li_ion,nblstm,78.0,55.741607666015625
Li_ion,nblstm,77.0,55.7014045715332
Li_ion,nblstm,76.0,55.659114837646484
Li_ion,nblstm,75.0,55.61456298828125
Li_ion,nblstm,74.0,55.56755828857422
Li_ion,nblstm,73.0,55.51787567138672
Li_ion,nblstm,72.0,55.46530532836914
Li_ion,nblstm,71.0,55.40953826904297
Li_ion,nblstm,70.0,55.350284576416016
Li_ion,nblstm,69.0,55.28717803955078
Li_ion,nblstm,68.0,55.219810485839844
Li_ion,nblstm,67.0,55.1476936340332
Li_ion,nblstm,66.0,55.01171112060547
Li_ion,nblstm,65.0,54.9244270324707
Li_ion,nblstm,64.0,54.829776763916016
Li_ion,nblstm,63.0,54.726661682128906
Li_ion,nblstm,62.0,54.613746643066406
Li_ion,nblstm,61.0,54.489383697509766
Li_ion,nblstm,60.0,53.528228759765625
Li_ion,nblstm,59.0,53.279296875
Li_ion,nblstm,58.0,52.99139404296875
Li_ion,nblstm,57.0,52.654747009277344
Li_ion,nblstm,56.0,52.25664520263672
Li_ion,nblstm,55.0,51.78044891357422
Li_ion,nblstm,54.0,51.204566955566406
Li_ion,nblstm,53.0,50.50108337402344
Li_ion,nblstm,52.0,49.63453674316406
Li_ion,nblstm,51.0,48.56023406982422
Li_ion,nblstm,50.0,47.2209587097168
Li_ion,nblstm,49.0,45.533992767333984
Li_ion,nblstm,48.0,43.35194778442383
Li_ion,nblstm,47.0,32.8834228515625
Li_ion,nblstm,46.0,32.10207748413086
Li_ion,nblstm,45.0,31.716123580932617
Li_ion,nblstm,44.0,31.49895477294922
Li_ion,nblstm,43.0,31.352161407470703
Li_ion,nblstm,42.0,31.23517417907715
Li_ion,nblstm,41.0,31.132293701171875
Li_ion,nblstm,40.0,31.037843704223633
Li_ion,nblstm,39.0,30.949602127075195
Li_ion,nblstm,38.0,30.866525650024414
Li_ion,nblstm,37.0,30.788000106811523
Li_ion,nblstm,36.0,30.713605880737305
Li_ion,nblstm,35.0,30.643007278442383
Li_ion,nblstm,34.0,30.575937271118164
Li_ion,nblstm,33.0,30.378793716430664
Li_ion,nblstm,32.0,30.323518753051758
Li_ion,nblstm,31.0,30.270797729492188
Li_ion,nblstm,30.0,30.220491409301758
Li_ion,nblstm,29.0,30.172468185424805
Li_ion,nblstm,28.0,30.126615524291992
Li_ion,nblstm,27.0,30.08281707763672
Li_ion,nblstm,26.0,30.04096794128418
Li_ion,nblstm,25.0,30.000974655151367
Li_ion,nblstm,24.0,29.986295700073242
Li_ion,nblstm,23.0,29.950159072875977
Li_ion,nblstm,22.0,29.915555953979492
Li_ion,nblstm,21.0,29.88241195678711
Li_ion,nblstm,20.0,29.85065460205078
Li_ion,nblstm,19.0,29.82021713256836
Li_ion,nblstm,18.0,29.791040420532227
Li_ion,nblstm,17.0,29.763059616088867
Li_ion,nblstm,16.0,29.73621940612793
Li_ion,nblstm,15.0,29.69106101989746
Li_ion,nblstm,14.0,29.668092727661133
Li_ion,nblstm,13.0,29.646005630493164
Li_ion,nblstm,12.0,29.624765396118164
Li_ion,nblstm,11.0,29.604324340820312
Li_ion,nblstm,10.0,29.58464813232422
Li_ion,nblstm,9.0,29.565690994262695
Li_ion,nblstm,8.0,29.547426223754883
Li_ion,nblstm,7.0,29.529813766479492
Li_ion,nblstm,6.0,29.512826919555664
Li_ion,nblstm,5.0,29.496427536010742
Li_ion,nblstm,4.0,29.480592727661133
Li_ion,nblstm,3.0,29.46528434753418
Li_ion,nblstm,2.0,29.45048713684082
Li_ion,nblstm,1.0,29.436166763305664
Li_ion,nblstm,0.0,29.422304153442383
Na_ion,mlp,257.0,244.65757751464844
Na_ion,mlp,256.0,244.1881103515625
Na_ion,mlp,255.0,243.71665954589844
Na_ion,mlp,254.0,243.2432403564453
Na_ion,mlp,253.0,242.7678985595703
Na_ion,mlp,252.0,242.29066467285156
Na_ion,mlp,251.0,241.81138610839844
Na_ion,mlp,250.0,241.3301544189453
Na_ion,mlp,249.0,240.84683227539062
Na_ion,mlp,248.0,240.3613739013672
Na_ion,mlp,247.0,239.87368774414062
Na_ion,mlp,246.0,239.3837432861328
Na_ion,mlp,245.0,238.89137268066406
Na_ion,mlp,244.0,238.3964385986328
Na_ion,mlp,243.0,237.89895629882812
Na_ion,mlp,242.0,237.39866638183594
Na_ion,mlp,241.0,236.89552307128906
Na_ion,mlp,240.0,236.389404296875
Na_ion,mlp,239.0,235.880126953125
Na_ion,mlp,238.0,235.36756896972656
Na_ion,mlp,237.0,234.85159301757812
Na_ion,mlp,236.0,234.3319854736328
Na_ion,mlp,235.0,233.80873107910156
Na_ion,mlp,234.0,233.28164672851562
Na_ion,mlp,233.0,232.75051879882812
Na_ion,mlp,232.0,232.2152557373047
Na_ion,mlp,231.0,231.67572021484375
Na_ion,mlp,230.0,231.13180541992188
Na_ion,mlp,229.0,230.58335876464844
Na_ion,mlp,228.0,230.0301971435547
Na_ion,mlp,227.0,229.47227478027344
Na_ion,mlp,226.0,228.90940856933594
Na_ion,mlp,225.0,228.34153747558594
Na_ion,mlp,224.0,227.76849365234375
Na_ion,mlp,223.0,227.19021606445312
Na_ion,mlp,222.0,226.60658264160156
Na_ion,mlp,221.0,226.01747131347656
Na_ion,mlp,220.0,225.42283630371094
Na_ion,mlp,219.0,224.82261657714844
Na_ion,mlp,218.0,224.21669006347656
Na_ion,mlp,217.0,223.60496520996094
Na_ion,mlp,216.0,222.9874267578125
Na_ion,mlp,215.0,222.3639678955078
Na_ion,mlp,214.0,221.73455810546875
Na_ion,mlp,213.0,221.0991668701172
Na_ion,mlp,212.0,220.457763671875
Na_ion,mlp,211.0,219.81024169921875
Na_ion,mlp,210.0,219.1566619873047
Na_ion,mlp,209.0,218.49696350097656
Na_ion,mlp,208.0,217.83106994628906
Na_ion,mlp,207.0,217.15902709960938
Na_ion,mlp,206.0,216.4808807373047
Na_ion,mlp,205.0,215.79649353027344
Na_ion,mlp,204.0,215.1060028076172
Na_ion,mlp,203.0,214.40931701660156
Na_ion,mlp,202.0,213.70655822753906
Na_ion,mlp,201.0,212.99766540527344
Na_ion,mlp,200.0,212.2826690673828
Na_ion,mlp,199.0,211.56163024902344
Na_ion,mlp,198.0,210.83457946777344
Na_ion,mlp,197.0,210.10154724121094
Na_ion,mlp,196.0,209.36257934570312
Na_ion,mlp,195.0,208.6177215576172
Na_ion,mlp,194.0,207.86708068847656
Na_ion,mlp,193.0,207.11061096191406
Na_ion,mlp,192.0,206.34848022460938
Na_ion,mlp,191.0,205.58067321777344
Na_ion,mlp,190.0,204.8072967529297
Na_ion,mlp,189.0,204.02847290039062
Na_ion,mlp,188.0,203.24415588378906
Na_ion,mlp,187.0,202.45452880859375
Na_ion,mlp,186.0,201.65968322753906
Na_ion,mlp,185.0,200.85964965820312
Na_ion,mlp,184.0,200.05455017089844
Na_ion,mlp,183.0,199.24447631835938
Na_ion,mlp,182.0,198.4295196533203
Na_ion,mlp,181.0,197.60980224609375
Na_ion,mlp,180.0,196.785400390625
Na_ion,mlp,179.0,195.9564666748047
Na_ion,mlp,178.0,195.12303161621094
Na_ion,mlp,177.0,194.28529357910156
Na_ion,mlp,176.0,193.4433135986328
Na_ion,mlp,175.0,192.5972137451172
Na_ion,mlp,174.0,191.7471160888672
Na_ion,mlp,173.0,190.8931427001953
Na_ion,mlp,172.0,190.03541564941406
Na_ion,mlp,171.0,189.17404174804688
Na_ion,mlp,170.0,188.30918884277344
Na_ion,mlp,169.0,187.44091796875
Na_ion,mlp,168.0,186.5694122314453
Na_ion,mlp,167.0,185.6947784423828
Na_ion,mlp,166.0,184.817138671875
Na_ion,mlp,165.0,183.9365997314453
Na_ion,mlp,164.0,183.0532684326172
Na_ion,mlp,163.0,182.16734313964844
Na_ion,mlp,162.0,181.2788848876953
Na_ion,mlp,161.0,180.3880157470703
Na_ion,mlp,160.0,179.4947967529297
Na_ion,mlp,159.0,178.5994110107422
Na_ion,mlp,158.0,177.7019500732422
Na_ion,mlp,157.0,176.802490234375
Na_ion,mlp,156.0,175.90110778808594
Na_ion,mlp,155.0,174.99790954589844
Na_ion,mlp,154.0,174.0929412841797
Na_ion,mlp,153.0,173.18629455566406
Na_ion,mlp,152.0,172.27796936035156
Na_ion,mlp,151.0,171.3680877685547
Na_ion,mlp,150.0,170.4566192626953
Na_ion,mlp,149.0,169.54356384277344
Na_ion,mlp,148.0,168.6289520263672
Na_ion,mlp,147.0,167.71278381347656
Na_ion,mlp,146.0,166.79495239257812
Na_ion,mlp,145.0,165.87551879882812
Na_ion,mlp,144.0,164.9542999267578
Na_ion,mlp,143.0,164.03126525878906
Na_ion,mlp,142.0,163.10630798339844
Na_ion,mlp,141.0,162.1792449951172
Na_ion,mlp,140.0,161.24998474121094
Na_ion,mlp,139.0,160.3182830810547
Na_ion,mlp,138.0,159.3839874267578
Na_ion,mlp,137.0,158.4468231201172
Na_ion,mlp,136.0,157.50656127929688
Na_ion,mlp,135.0,156.56288146972656
Na_ion,mlp,134.0,155.615478515625
Na_ion,mlp,133.0,154.66400146484375
Na_ion,mlp,132.0,153.70802307128906
Na_ion,mlp,131.0,152.74717712402344
Na_ion,mlp,130.0,151.78091430664062
Na_ion,mlp,129.0,150.80877685546875
Na_ion,mlp,128.0,149.8301544189453
Na_ion,mlp,127.0,148.84437561035156
Na_ion,mlp,126.0,147.85089111328125
Na_ion,mlp,125.0,146.8488311767578
Na_ion,mlp,124.0,145.83741760253906
Na_ion,mlp,123.0,144.8157501220703
Na_ion,mlp,122.0,143.78280639648438
Na_ion,mlp,121.0,142.73756408691406
Na_ion,mlp,120.0,141.67880249023438
Na_ion,mlp,119.0,140.6052703857422
Na_ion,mlp,118.0,139.51556396484375
Na_ion,mlp,117.0,138.408203125
Na_ion,mlp,116.0,137.2815399169922
Na_ion,mlp,115.0,136.1339569091797
Na_ion,mlp,114.0,134.96356201171875
Na_ion,mlp,113.0,133.7685089111328
Na_ion,mlp,112.0,132.54685974121094
Na_ion,mlp,111.0,131.29660034179688
Na_ion,mlp,110.0,130.01583862304688
Na_ion,mlp,109.0,128.70262145996094
Na_ion,mlp,108.0,127.35517120361328
Na_ion,mlp,107.0,125.9719009399414
Na_ion,mlp,106.0,124.55147552490234
Na_ion,mlp,105.0,123.09297943115234
Na_ion,mlp,104.0,121.5959243774414
Na_ion,mlp,103.0,120.06050872802734
Na_ion,mlp,102.0,118.48758697509766
Na_ion,mlp,101.0,116.87896728515625
Na_ion,mlp,100.0,115.23741912841797
Na_ion,mlp,99.0,113.5668716430664
Na_ion,mlp,98.0,111.87249755859375
Na_ion,mlp,97.0,110.16082000732422
Na_ion,mlp,96.0,108.43975830078125
Na_ion,mlp,95.0,106.71858978271484
Na_ion,mlp,94.0,105.00797271728516
Na_ion,mlp,93.0,103.31971740722656
Na_ion,mlp,92.0,101.66667938232422
Na_ion,mlp,91.0,100.0624771118164
Na_ion,mlp,90.0,98.52112579345703
Na_ion,mlp,89.0,97.0567398071289
Na_ion,mlp,88.0,95.68301391601562
Na_ion,mlp,87.0,94.41294860839844
Na_ion,mlp,86.0,93.25826263427734
Na_ion,mlp,85.0,92.22913360595703
Na_ion,mlp,84.0,91.3337631225586
Na_ion,mlp,83.0,90.57816314697266
Na_ion,mlp,82.0,89.96590423583984
Na_ion,mlp,81.0,89.49800109863281
Na_ion,mlp,80.0,89.17293548583984
Na_ion,mlp,79.0,88.98664093017578
Na_ion,mlp,78.0,88.93278503417969
Na_ion,mlp,77.0,89.00286865234375
Na_ion,mlp,76.0,89.1866683959961
Na_ion,mlp,75.0,89.47241973876953
Na_ion,mlp,74.0,89.84734344482422
Na_ion,mlp,73.0,90.29803466796875
Na_ion,mlp,72.0,90.81074523925781
Na_ion,mlp,71.0,91.37190246582031
Na_ion,mlp,70.0,91.9682846069336
Na_ion,mlp,69.0,92.58747863769531
Na_ion,mlp,68.0,93.21796417236328
Na_ion,mlp,67.0,93.84938049316406
Na_ion,mlp,66.0,94.47258758544922
Na_ion,mlp,65.0,95.0797348022461
Na_ion,mlp,64.0,95.66429901123047
Na_ion,mlp,63.0,96.22093963623047
Na_ion,mlp,62.0,96.7455062866211
Na_ion,mlp,61.0,97.23491668701172
Na_ion,mlp,60.0,97.68699645996094
Na_ion,mlp,59.0,98.1003646850586
Na_ion,mlp,58.0,98.4742660522461
Na_ion,mlp,57.0,98.80851745605469
Na_ion,mlp,56.0,99.10326385498047
Na_ion,mlp,55.0,99.3589859008789
