cell_id,cycle,capacity_ah,temperature_C,discharge_rate_C,internal_resistance_mOhm,soh,RUL,EOL_cycle
Li_ion_B0001,64,1.6441599999999998,24.0,0.5,38.896,0.8220799999999999,76,140
Li_ion_B0001,65,1.6360000000000001,24.0,0.5,39.099999999999994,0.8180000000000001,75,140
Li_ion_B0001,66,1.6277599999999999,24.0,0.5,39.306000000000004,0.8138799999999999,74,140
Li_ion_B0001,67,1.61944,24.0,0.5,39.513999999999996,0.80972,73,140
Li_ion_B0001,68,1.61104,24.0,0.5,39.724000000000004,0.80552,72,140
Li_ion_B0001,69,1.60256,24.0,0.5,39.936,0.80128,71,140
Li_ion_B0001,70,1.5939999999999999,24.0,0.5,40.150000000000006,0.7969999999999999,70,140
Li_ion_B0001,71,1.58536,24.0,0.5,40.366,0.79268,69,140
Li_ion_B0001,72,1.57664,24.0,0.5,40.584,0.78832,68,140
Li_ion_B0001,73,1.56784,24.0,0.5,40.804,0.78392,67,140
Li_ion_B0001,74,1.55896,24.0,0.5,41.026,0.77948,66,140
Li_ion_B0001,75,1.55,24.0,0.5,41.25,0.775,65,140
Li_ion_B0001,76,1.54096,24.0,0.5,41.476,0.77048,64,140
Li_ion_B0001,77,1.5318399999999999,24.0,0.5,41.70400000000001,0.7659199999999999,63,140
Li_ion_B0001,78,1.52264,24.0,0.5,41.934,0.76132,62,140
Li_ion_B0001,79,1.51336,24.0,0.5,42.166,0.75668,61,140
Li_ion_B0001,80,1.504,24.0,0.5,42.4,0.752,60,140
Li_ion_B0001,81,1.4945599999999999,24.0,0.5,42.636,0.7472799999999999,59,140
Li_ion_B0001,82,1.48504,24.0,0.5,42.874,0.74252,58,140
Li_ion_B0001,83,1.4754399999999999,24.0,0.5,43.114000000000004,0.7377199999999999,57,140
Li_ion_B0001,84,1.46576,24.0,0.5,43.356,0.73288,56,140
Li_ion_B0001,85,1.456,24.0,0.5,43.6,0.728,55,140
Li_ion_B0001,86,1.44616,24.0,0.5,43.846000000000004,0.72308,54,140
Li_ion_B0001,87,1.43624,24.0,0.5,44.094,0.71812,53,140
Li_ion_B0001,88,1.42624,24.0,0.5,44.344,0.71312,52,140
Li_ion_B0001,89,1.41616,24.0,0.5,44.596,0.70808,51,140
Li_ion_B0001,90,1.406,24.0,0.5,44.85,0.703,50,140
Li_ion_B0001,91,1.39576,24.0,0.5,45.106,0.69788,49,140
Li_ion_B0001,92,1.38544,24.0,0.5,45.364000000000004,0.69272,48,140
Li_ion_B0001,93,1.3750399999999998,24.0,0.5,45.624,0.6875199999999999,47,140
Li_ion_B0001,94,1.36456,24.0,0.5,45.885999999999996,0.68228,46,140
Li_ion_B0001,95,1.3539999999999999,24.0,0.5,46.150000000000006,0.6769999999999999,45,140
Li_ion_B0001,96,1.3433599999999999,24.0,0.5,46.416000000000004,0.6716799999999999,44,140
Li_ion_B0001,97,1.33264,24.0,0.5,46.684,0.66632,43,140
Li_ion_B0001,98,1.32184,24.0,0.5,46.954,0.66092,42,140
Li_ion_B0001,99,1.31096,24.0,0.5,47.226,0.65548,41,140
Li_ion_B0001,100,1.3,24.0,0.5,47.5,0.65,40,140
Li_ion_B0001,101,1.2889599999999999,24.0,0.5,47.776,0.6444799999999999,39,140
Li_ion_B0001,102,1.2778399999999999,24.0,0.5,48.054,0.6389199999999999,38,140
Li_ion_B0001,103,1.26664,24.0,0.5,48.334,0.63332,37,140
Li_ion_B0001,104,1.25536,24.0,0.5,48.616,0.62768,36,140
Li_ion_B0001,105,1.244,24.0,0.5,48.9,0.622,35,140
Li_ion_B0001,106,1.2325599999999999,24.0,0.5,49.18600000000001,0.6162799999999999,34,140
Li_ion_B0001,107,1.22104,24.0,0.5,49.474000000000004,0.61052,33,140
Li_ion_B0001,108,1.2094399999999998,24.0,0.5,49.764,0.6047199999999999,32,140
Li_ion_B0001,109,1.19776,24.0,0.5,50.056,0.59888,31,140
Li_ion_B0001,110,1.186,24.0,0.5,50.35,0.593,30,140
Li_ion_B0001,111,1.1741599999999999,24.0,0.5,50.646,0.5870799999999999,29,140
Li_ion_B0001,112,1.16224,24.0,0.5,50.944,0.58112,28,140
Li_ion_B0001,113,1.15024,24.0,0.5,51.244,0.57512,27,140
Li_ion_B0001,114,1.1381599999999998,24.0,0.5,51.54600000000001,0.5690799999999999,26,140
Li_ion_B0001,115,1.126,24.0,0.5,51.85,0.563,25,140
Li_ion_B0001,116,1.1137599999999999,24.0,0.5,52.156000000000006,0.5568799999999999,24,140
Li_ion_B0001,117,1.10144,24.0,0.5,52.464,0.55072,23,140
Li_ion_B0001,118,1.08904,24.0,0.5,52.774,0.54452,22,140
Li_ion_B0001,119,1.07656,24.0,0.5,53.086,0.53828,21,140
Li_ion_B0001,120,1.064,24.0,0.5,53.4,0.532,20,140
Li_ion_B0001,121,1.0513599999999999,24.0,0.5,53.71600000000001,0.5256799999999999,19,140
Li_ion_B0001,122,1.03864,24.0,0.5,54.034,0.51932,18,140
Li_ion_B0001,123,1.02584,24.0,0.5,54.354,0.51292,17,140
Li_ion_B0001,124,1.01296,24.0,0.5,54.676,0.50648,16,140
Li_ion_B0001,125,1.0,24.0,0.5,55.0,0.5,15,140
Li_ion_B0001,126,0.9869599999999998,24.0,0.5,55.32600000000001,0.4934799999999999,14,140
Li_ion_B0001,127,0.97384,24.0,0.5,55.653999999999996,0.48692,13,140
Li_ion_B0001,128,0.9606399999999999,24.0,0.5,55.984,0.48031999999999997,12,140
Li_ion_B0001,129,0.94736,24.0,0.5,56.316,0.47368,11,140
Li_ion_B0001,130,0.9339999999999999,24.0,0.5,56.650000000000006,0.46699999999999997,10,140
Li_ion_B0001,131,0.92056,24.0,0.5,56.986,0.46028,9,140
Li_ion_B0001,132,0.9070399999999998,24.0,0.5,57.324000000000005,0.4535199999999999,8,140
Li_ion_B0001,133,0.89344,24.0,0.5,57.664,0.44672,7,140
Li_ion_B0001,134,0.8797599999999999,24.0,0.5,58.006,0.43987999999999994,6,140
Li_ion_B0001,135,0.8659999999999999,24.0,0.5,58.35,0.43299999999999994,5,140
Li_ion_B0001,136,0.85216,24.0,0.5,58.696,0.42608,4,140
Li_ion_B0001,137,0.8382399999999999,24.0,0.5,59.044000000000004,0.41911999999999994,3,140
Li_ion_B0001,138,0.8242399999999999,24.0,0.5,59.394000000000005,0.41211999999999993,2,140
Li_ion_B0001,139,0.81016,24.0,0.5,59.745999999999995,0.40508,1,140
Li_ion_B0001,140,0.796,24.0,0.5,60.099999999999994,0.398,0,140
Li_ion_B0002,1,1.99696,24.0,0.5,30.075999999999997,0.99848,152,153
Li_ion_B0002,2,1.99384,24.0,0.5,30.154,0.99692,151,153
Li_ion_B0002,3,1.99064,24.0,0.5,30.234,0.99532,150,153
Li_ion_B0002,4,1.98736,24.0,0.5,30.316,0.99368,149,153
Li_ion_B0002,5,1.984,24.0,0.5,30.4,0.992,148,153
Li_ion_B0002,6,1.98056,24.0,0.5,30.485999999999997,0.99028,147,153
Li_ion_B0002,7,1.97704,24.0,0.5,30.574,0.98852,146,153
Li_ion_B0002,8,1.97344,24.0,0.5,30.663999999999998,0.98672,145,153
Li_ion_B0002,9,1.96976,24.0,0.5,30.756,0.98488,144,153
Li_ion_B0002,10,1.966,24.0,0.5,30.85,0.983,143,153
Li_ion_B0002,11,1.96216,24.0,0.5,30.946,0.98108,142,153
Li_ion_B0002,12,1.95824,24.0,0.5,31.044,0.97912,141,153
Li_ion_B0002,13,1.95424,24.0,0.5,31.144000000000002,0.97712,140,153
Li_ion_B0002,14,1.95016,24.0,0.5,31.246000000000002,0.97508,139,153
Li_ion_B0002,15,1.946,24.0,0.5,31.35,0.973,138,153
Li_ion_B0002,16,1.94176,24.0,0.5,31.456000000000003,0.97088,137,153
Li_ion_B0002,17,1.93744,24.0,0.5,31.564,0.96872,136,153
Li_ion_B0002,18,1.93304,24.0,0.5,31.674,0.96652,135,153
Li_ion_B0002,19,1.92856,24.0,0.5,31.785999999999998,0.96428,134,153
Li_ion_B0002,20,1.924,24.0,0.5,31.900000000000002,0.962,133,153
Li_ion_B0002,21,1.91936,24.0,0.5,32.016,0.95968,132,153
Li_ion_B0002,22,1.91464,24.0,0.5,32.134,0.95732,131,153
Li_ion_B0002,23,1.90984,24.0,0.5,32.254,0.95492,130,153
Li_ion_B0002,24,1.90496,24.0,0.5,32.376,0.95248,129,153
Li_ion_B0002,25,1.9,24.0,0.5,32.5,0.95,128,153
Li_ion_B0002,26,1.89496,24.0,0.5,32.626,0.94748,127,153
Li_ion_B0002,27,1.88984,24.0,0.5,32.754,0.94492,126,153
Li_ion_B0002,28,1.88464,24.0,0.5,32.884,0.94232,125,153
Li_ion_B0002,29,1.87936,24.0,0.5,33.016000000000005,0.93968,124,153
Li_ion_B0002,30,1.874,24.0,0.5,33.15,0.937,123,153
Li_ion_B0002,31,1.86856,24.0,0.5,33.286,0.93428,122,153
Li_ion_B0002,32,1.86304,24.0,0.5,33.424,0.93152,121,153
Li_ion_B0002,33,1.85744,24.0,0.5,33.564,0.92872,120,153
Li_ion_B0002,34,1.85176,24.0,0.5,33.705999999999996,0.92588,119,153
Li_ion_B0002,35,1.846,24.0,0.5,33.849999999999994,0.923,118,153
Li_ion_B0002,36,1.84016,24.0,0.5,33.996,0.92008,117,153
Li_ion_B0002,37,1.8342399999999999,24.0,0.5,34.144000000000005,0.9171199999999999,116,153
Li_ion_B0002,38,1.82824,24.0,0.5,34.294,0.91412,115,153
Li_ion_B0002,39,1.82216,24.0,0.5,34.446,0.91108,114,153
Li_ion_B0002,40,1.816,24.0,0.5,34.6,0.908,113,153
Li_ion_B0002,41,1.80976,24.0,0.5,34.756,0.90488,112,153
Li_ion_B0002,42,1.80344,24.0,0.5,34.914,0.90172,111,153
Li_ion_B0002,43,1.79704,24.0,0.5,35.074,0.89852,110,153
Li_ion_B0002,44,1.79056,24.0,0.5,35.236000000000004,0.89528,109,153
Li_ion_B0002,45,1.784,24.0,0.5,35.4,0.892,108,153
Li_ion_B0002,46,1.77736,24.0,0.5,35.566,0.88868,107,153
Li_ion_B0002,47,1.77064,24.0,0.5,35.734,0.88532,106,153
Li_ion_B0002,48,1.76384,24.0,0.5,35.903999999999996,0.88192,105,153
Li_ion_B0002,49,1.75696,24.0,0.5,36.076,0.87848,104,153
Li_ion_B0002,50,1.75,24.0,0.5,36.25,0.875,103,153
Li_ion_B0002,51,1.74296,24.0,0.5,36.426,0.87148,102,153
Li_ion_B0002,52,1.73584,24.0,0.5,36.604,0.86792,101,153
Li_ion_B0002,53,1.72864,24.0,0.5,36.784,0.86432,100,153
Li_ion_B0002,54,1.72136,24.0,0.5,36.966,0.86068,99,153
Li_ion_B0002,55,1.714,24.0,0.5,37.15,0.857,98,153
Li_ion_B0002,56,1.70656,24.0,0.5,37.336,0.85328,97,153
Li_ion_B0002,57,1.69904,24.0,0.5,37.524,0.84952,96,153
Li_ion_B0002,58,1.69144,24.0,0.5,37.714,0.84572,95,153
Li_ion_B0002,59,1.68376,24.0,0.5,37.906000000000006,0.84188,94,153
Li_ion_B0002,60,1.676,24.0,0.5,38.1,0.838,93,153
Li_ion_B0002,61,1.6681599999999999,24.0,0.5,38.29600000000001,0.8340799999999999,92,153
Li_ion_B0002,62,1.66024,24.0,0.5,38.494,0.83012,91,153
Li_ion_B0002,63,1.65224,24.0,0.5,38.694,0.82612,90,153
Li_ion_B0002,64,1.6441599999999998,24.0,0.5,38.896,0.8220799999999999,89,153
Li_ion_B0002,65,1.6360000000000001,24.0,0.5,39.099999999999994,0.8180000000000001,88,153
Li_ion_B0002,66,1.6277599999999999,24.0,0.5,39.306000000000004,0.8138799999999999,87,153
Li_ion_B0002,67,1.61944,24.0,0.5,39.513999999999996,0.80972,86,153
Li_ion_B0002,68,1.61104,24.0,0.5,39.724000000000004,0.80552,85,153
Li_ion_B0002,69,1.60256,24.0,0.5,39.936,0.80128,84,153
